"","textoComentario"
"514","Si te gusta la masificación y hacer cola hasta para entrar al servicio, este es tu parque. Comida muy mala y caro. El problema de PortAventura es que para poder mantenerse han hecho bonos para la gente de la zona, lo que provoca masificaciones impresionantes,...Más"
"515","Fuimos para el puente de la Inmaculada y es una locura de gente que había !!.... colas de 1h- 2h...... no se puede disfrutar así!!... para comer igual de colas !!.... y muchas atracciones cerradas!! 
Nosotros nos quedamos dos dias!!, y el domingo daba gusto...Más"
"516","Fuimos el día de todos los santos y nos lo pasamos muy bien, el problema es la cantidad de gente que hay, al ser festivo había filas de 3 horas en atracciones. En muchos de los espectáculos había que estar mas de 1 hora antes...Más"
"517","Puente de diciembre ambientación navideña espectacular personal amable buena animación y espectáculos y atracciones de calidad
Muy masificado con esperas interminables segregaciones por clases según lo que pagues por tu entrada aunque en esta fecha hasta los exprés esperaban 
Comida y restauración de mala calidad...Más"
"518","Ideal para visita en familia... me encanta... aunque con fast pass montas en un dia lo que montas sin el en 4 dias"
"519","A pesar de reconocer que la ambientación es preciosa y que consiguen una atmósfera navideña que a los niños encanta y que algunos espectáculos son de gran altura, como el cuento de Navidad o el show del gran teatro chino, no puedo poner una nota...Más"
"520","Hemos estado el puente de diciembre y la experiencia ha sido pésima. El parque estaba desbordado de gente, filas de más de una hora en todo, más o menos como siempre. Pagas 40 euros de entrada para entrar para que luego te sigan sableando dentro...Más"
"521","Bufete con calidad buena y variedad. El personal amable y atentos. Relación calidad precio un poco caro pero se pasa porque ya sabemos que estamos en un parque"
"522","Hemos comprado las entradas por Travel Club y nos han salido un gran precio es muy grande Port Aventura y se puede ir con carro de niños las comidas también bastante bien hemos comido en la cantina de México para un espectáculo mediocre y la...Más"
"523","Parque con muchas atracciones para todas las edades y espectáculos durante todo el día. Ahora en estas fechas lo tienen ambientado en la navidad y es precioso, muy recomendable.  Si vais con peques aconsejo llevar carro o bien alquilarlo allí por las colas que se...Más"
"524","Sin lugar a dudas el Port Aventura es el mejor parque de atracciones de España. Cuenta con innumerables atracciones realmente emocionantes como el Shambala, el Dragon Khan, la Estampida, el tutuki Splash, entre muchos más. 
Además también tiene varios espectáculos que se realizan en las...Más"
"525","Siempre cuando vamos, disfrutamos muchisimo. Lo unico que siempre hay colas y hace falta coger expres. El unico dia del año que no hace falta express, es el primer día del cole."
"526","Es más pequeño de lo que me imaginaba, no te matas caminando. Las atracciones están muy bien y a todos nos ha encantado. No habia mucha cola, con excepción de Shambala, pero a esta tampoco me subiria. Los menus son algo caro, además del tiempo...Más"
"527","Durante muchos años tuvimos el pase de Por Aventura. Lo disfrutamos mucho porque los niños tenían una edad que les encantaba todo lo de niño. Pero llega una edad como son los 11 en lo que lo pequeño les aburre y lo demás demasiado para...Más"
"528","Un parque de atracciones que cada año intenta mejorar y desenvolupar nuevas actividades. Un gran referente en Europa. Trabajadores amables. Todo en funcionamento. Pocas colas en las atracciones. Para passar un gran dia. Repetiremos"
"529","Compramos el billete especial de Tren+entrada y excepto de que el Shambala estaba cerrado nos lo pasamos estupendamente, lástima que no dejen entrar comida, he ido a parques como Disney Paris y Disney Tokio y los 2 te dejan entrar comida sin ningún problema. No...Más"
"530","Visité el parque el último fin de semana de Halloween 2018, fuímos esa fecha para no ser los pringados de turno que se comen 4hrs de cola en el puente de todos los santos.
La comida cara y mala, cosa que ya sabíamos, asi que...Más"
"531","Estuvimos el último fin de semana de halloween, llegamos el sábado un poco después de las 10 horas a la entrada del hotel Port Aventura. Como había una convención cerraron una parte del parking. El segundo control de acceso al hotel nos desvió y nos...Más"
"532","Port Aventura es un parque de atracciones bueno en donde tambien hay espectaculos.
Fuimos en Halloween y merecio bastante la pena, sobre todo los pasajes del terror.
Las mejores atracciones el Shambala y Furius Baco."
"533","Es un parque en el cual puedes encontrar diversión tanto para adultos como para niños. Las atracciones son de gran calidad y el trato de los trabajadores es genial. Muchas de sus atracciones, son unicas en Europa y esta cerca de casa. Un 10 como...Más"
"534","Esta bien pero estamos haaartos que para la gente que vive alrededor como vilaseca salou la pineda...no tengamos ninguna oferta nunca, que si, que esta el pase, las promociones de coca olas y derivados y el carnet jove, pero hablamos de algo que por ser...Más"
"535","Nos encantó, pasamos un día magnifico en PortAventura haloween !  El espectáculo de Haloween Kingdom nos dejó boquiabiertos y los pelos de punta 😍! estamos pensando en repetir en Navidad 😍!"
"536","El año pasado fuimos a port aventura en navidad. Era el puente y había mucha gente.Primero No entiendo porque el parque lo abren a las 10 y las atracciones a las 11:30. El bosque encantado, donde está Papá Noel  No se abre hasta las 12.Incomprensible....Más"
"537","A parte de lo que comenta mucha gente de los precios en el interior, que parece que están vendiendo sangre de unicornio... El parque en sí no tiene nada especial. Las atracciones parecen más de lo que son, no hay ninguna que te deje realmente...Más"
"538","No se que decir de este parque porque ya estado 6 o 7 veces y cada vez que  voy me gusta más, esta última vez a sido en halowiem y me a encantado aun más, como se lo curran para adornarlo todo es increíble,fuimos con...Más"
"539","Decidimos ir en nuestras vacaciones a disfrutar de un dia dedicado a este tipo de lugar con atracciones y actuaciones. Nuestra sorpresa fue que una vez allí, las largas colas para disfrutar de una atracción  eran interminables y agotadoras. Aúnque cogieras entradas exprés, esperabas menos...Más"
"540","Salimos pronto porque ibamos desde lejos. Antes de las 10 ya estabamos esperando para entrar al parking. Aparcamos cerca de la entrada ( dejamos los bocadillos en el coche para salir a medio día a comer, hay bancos a la sombra cerca de la entrada)....Más"
"541","Es penoso que un día de poca afluencia y llegando a primera hora hayamos perdido una hora esperando a poder comprar las entradas..."
"542","Las atracciones son lo más. 
No obstante, el servicio que ofrecen al cliente es de p... risa!

Mi pareja y yo fuimos en halloween y lo que vimos ahí no nos dejó indiferentes: decidimos no pasar por el aro y no comprar el pase express,...Más"
"543","La gente pasándose la norma de prohibido fumar por el forro. Incluso vi a personal del parque pasando delante de la gente que fumaba en las colas sin decir ni pío. Ya se hace bastante larga las esperas para subir en las atracciones como para...Más"
"544","me dirijo por si alguien importante de la dirección de port aventura le pudiese interesar un punto grave a corregir y rápido .
Hace 25 años cuando se abrió port aventura , no imagino que con el tiempo sería un parque importante y con ello...Más"
"545","Que decir que no esté dicho ya sobre la mala organización de este parque de atracciones... Me da mucha pena que unas atracciones tan increíbles (porque realmente merecen mucho la pena) no se puedan disfrutar al 100% porque se enfoque el parque de atracciones como...Más"
"546","Muy buen parque, recomendable ir cuando hay poca gente, si hay mucha gente no tienes mucho tiempo para montar en las atracciones, colas muy largas."
"547","Dos horas de cola para comprar entradas!!! Y una vez dentro shambala y furios Baco cerrado(este último un rato) para que encima el parque te lo cierren a las 19:00. Total pagar lo que vale esta entrada para poder montarte en tres atracciones!!!! 
Un robo!!!!!"
"548","No explico nada nuevo al decir que visitar Port Aventura es toda una experiencia. Si bien con ningún evento especial ya es genial, en fechas como Halloween o Navidad lo ambientan realmente adecuado para esas fechas.
Es un lugar donde ir y repetir sin duda,...Más"
"549","Muy buen sitio, divertido a la par que economico, los niños se lo han pasado muy bien, por ponerle alguna pega, las colas llegaban a ser interminables, pero repetimos seguro"
"550","Me parece increíble que haya alguna opinión positiva de la fecha de Halloween. Estuvimos el 3 de noviembre y sólo nos dió tiempo a subir una atracción, ya que el resto del tiempo estuvimos haciendo cola. Hicimos una cola de 4 horas y ya no...Más"
"551","El título de la opinión lo dice todo. Este año no es la primera vez que he ido a Port Aventura, ni la segunda, ni la tercera. Ha sido mi cuarta vez. Y en todas las anteriores, tanto a principios de verano como a mediados...Más"
"552","hicimos colas interminables y me enfade un poco , después de dos días de colas interminables entendí que me había equivocado de fecha al igual que el resto de personas"
"553","La puntuación que le he otorgado a esta atracción no es debida a lo que me parece como lugar de esparcimiento, sino debida a mi última estancia en el Puente de “Todos los Santos”. Vaya por delante que el parque me gusta y que me...Más"
"554","De vergüenza, lo de port aventura estuvimos en el puente de todos los santos y no se puede dar peor servicio. Estuvimos cuatro horas haciendo cola para el shambala, cuando las pantallas marcaban solo dos horas. Después de esas cuatro horas dicen que hay problemas...Más"
"555","Estuvimos en el puente de todos los Santos y fue un auténtico horror, horas de espera de mas de 4 horas en prácticamente todas las atracciones, sintiéndose engañados ya que los paneles marcaban dos horas. A los usuarios que habían comprado los fast pass también...Más"
"556","Todos los años volvemos al mejor parque del mundo.
Atracciones brutales, comida para todos los gustos, bebidas, espectáculos.
Merece la pena pagar la entrada VIP si vas en temporada alta y no quieres esperar colas de hasta 3 horas"
"557","Fuuuu desastre total una pasta por hacer colas colas y mas colas por todos lados todo el dia para qué nos diera tiempo a montarnos en tres cosas."
"558","Un parque orientado a la masificacion de visitantes, poco personal trabajador y previos desorbitados. Con los años ha decaido enormemente. Lo llevo visitando durante más de 15 años y después de la última experiencia no creo que repita, cambiaré de parque!"
"559","PortAventura World es un complejo de ocio, situado en Vila-seca y Salou. Es una de las principales atracciones de la Costa Dorada y el parque temático más visitado de España y el sexto de Europa.

El complejo, crece y se ampliado numerosas veces desde su...Más"
"560","El recinto está muy bien decorado, los túneles del terror en especial la Selva Negra es espectacular, en general muy buena organización pero... imprescindible llevar entrada Express si te quieres subir en las atracciones, colas de 1,5h de media, es una recomendación."
"561","Después de un tiempo ahorrando para ir el sábado día 3 de noviembre de 2.018  con mi mujer y mis dos hijos a visitar con ilusión el parque Port Aventura en Halloween, la entrada cuesta 48€ + 15€ del pase para 3 atracciones de Halloween,...Más"
"562","Una pena, pero vamos a peor y lo dice uno ha ido hasta antes de la inauguración. No ha habido año que haya fallado, pero los últimos tres años ha entrado en fase crítica. Las colas a las principales atracciones, de dos horas, no bajan,...Más"
"563","Merece la pena visitar el parque en estas fechas, el ambiente es fantástico, no tanto  las filas debido al gran número de.publico. la parada final espectacular. Muy recomendable."
"564","Llegamos antes de que abriera el parque. Largas colas para parking. Largas colas para comprar entradas. Larguísimas colas para las atracciones incluso las infantiles. Demasiada gente vs instalaciones disponibles... Decepción"
"565","Port aventura no sólo se puede disfrutar montándose en todas las atracciones. Éste año hemos ido con niños muy pequeños y hemos podido deleitarnos con los espectáculos que se realizan por todo el parque. Genial"
"566","Perfecto fin de semana en port aventura, muy recomendable sea cual sea tu edad. Nosotros fuimos con un niño de 3 años y lo pasó genial, con diferentes atracciones especialmente dedicadas a los más pequeños."
"567","Excelente parque.
Nunca defrauda...
Buenas atracciones y espectaculos.
Todo perfecto. En este mes menos afluencia de gente que permite disfrutarlo aun mas."
"568","El parque en sí esta bien, bien ambientado y cuidado, lleno de personal, ahora todo carisimo, si podéis llevaros la comida, lo agradecereis y no ponen pegas por meterla. Hay varios restaurantes pero los menús son muy limitados perrito,hamburguesa y sándwich no hay mucho más....Más"
"569","Fuimos 4 adultos y 3 niños a finales de octubre y fue un día que los niños disfrutaron un montón. Había cola en las grandes atracciones (las montañas rusas sobretodo), pero en Ferrari Land los niños pudieron subir a casi todo sin apenas hacer cola,...Más"
"570","Fuimos dos días con mi mujer y volvimos bastante desilusionados. Las atracciones las mejores de España, por eso le pongo 3 ""estrellas"" pero nos cansamos de hacer cola. Si te sacas el express (ya de por si, bastante caro) tampoco adelantas mucho. Quizás debería tener...Más"
"571","Los días 1 y 2 de noviembre de 2018 fuimos en familia a Porta Aventura y nos encontramos un parque colapsado de gente, grandes colas de hasta 4 horas para subir a una atracción y una evidente escasez de personal para gestionar atracciones, taquillas, comercios...Más"
"572","Port Aventura es un sitio donde, aunque no te guste montar en nada, puedes pasar un día de aventura."
"573","Horrible, 
Tras unas entradas (2 adultos y 2 niños) nada baratas, al entrar te das cuenta que si no estás dispuesto a pagar mucho más, tendrás que hacer una media de 2 horas de cola para poder montar en las atracciones, te quedas sin ver...Más"
"574","El parque genial, ni una pega, pero es indignante que tengas que comprar pase expres si quieres montarte en las atracciones, por que con 2 horas de espera en todas o compras pases o no te montas.
Nosotros fuimos 4 personas, mis 2 hijas, mi...Más"
"575","Solo buscan '' Sacar Dinero'', vender vender y vender.
El parque estaba llenisimo, no se podia ni andar por el, de la cantudad de personas que habia.
COLAS... para todo, atracciones, espectáculos, comer, baños, fotos con algun personaje, para comprar gofres..
Tarde en comprar un...Más"
"576","Veo las críticas de la gente y me quedo muerto. Mi experiencia fue el ultimo fin de semana de octubre con la familia y he de decir que fue genial. El hotel Port Aventura muy bien, el desayuno y la cena, pues un buffet más...Más"
"577","Tras ir a Portaventura para  Halloween quedamos decepcionados : poca decoración y animación, túneles del terror para los que tenías que pagar extra si querías entrar (tras pagar 48 eur por la entrada que no es nada barato) y colas interminables para subir a las...Más"
"578","Mi experiencia fue horrible, he estado en varios parques, y este sin duda, el peor... nunca he espero 3h y media para acceder a una atracción (furius baco)
El día que fui, Shambala no abrió en todo el día, Angkor tampoco, una de tronquitos tampoco,...Más"
"579","A mi personalmente no me ha emocionado mucho. Muchas colas y aunque habia tanta gente algunos atraciones han salido con sitios libres. Hacen mucha seguridad y se han fijado que no entre ningun niño que no tenia la altura minima para la atración."
"580","Afortunadamente decidimos llegar media hora antes de la apertura, por lo que apenas encontramos mucho jaleo para entrar, pagas 12€ y te dejan el coche a 10 minutos de la entrada (siendo los primeros!), cuando antiguamente te dejaban justo en la puerta. 
El día fue...Más"
"581","De todas las veces que he estado en el parque (y son muchas) la peor con diferencia este puente de todos los Santos, colas interminables en las atracciones (hasta 3 horas) afluencia masiva de público.

Parece que su único afán es recaudar, no les importa...Más"
"582","el pasaje del terror no lo pudimos ver. abre a las 8h30 y hay a esa hora 3 horas de cola. hacer cuentas. si el parque cierra a las 23h y quieres disfrutar el parque"
"583","Hemos estado en 4 dias en Halloween. Pagas 120 por persona para entrar los 4 dias.Primera atracción: 3 horas y media de cola en Furius Baco. Pero tres horas y media de reloj, no de esas que pasa 1 hora y dices que han pasado...Más"
"584","Hemos estado este puente de halowen mi marido mi hija de seis años y yo por primera vez en el parque. Tengo que resaltar el espectáculo Haloween Kindon. Espectacular sin palabras... era para nosotros un espectaculo más de los que habíamos visto en esos dos...Más"
"585","Hemos visitado este puente el parque y lamentablemente ha sido un auténtico caos, desde un enorme atasco para aparcar que llegaba hasta la autopista, ocasionado por la enorme afluencia de visitantes y también por el afán recaudatorio del parque que ante tan complicará situacion trataban...Más"
"586","Un desastre.

4 personas, 48€ por entrada=192€.
""Pasajes del terror"", si, de 4 a 6€.
Menús de 17€,  que no lo valen.
Un café, 1.90€

Al final, pasas el día pagando y haciendo colas.... He ido desde que abrieron, nunca me ha parecido un parque...Más"
"587","Una verguenza, Voy a explicar mi experiencia. Sabado 3 de noviembre Pago 48€ de entrada. Solo entrar a las 10 de la mañana vamos al dragon khan estando la mayoria de atracciones cerradas hasta las 11.30 (incluida esta nombrada) luego nos vamos a ver la...Más"
"588","Hemos ido en Halloween con toda la ilusión del mundo y dando por hecho que habría mucha gente. Masificación total! Colas de más de 2 horas. Pasajes del terror de pago (como si la entrada no fuese suficiente). No cogimos los pases express y menos...Más"
"589","Llevaba bastante tiempo queriendo ir a Port Aventura ya que cuando era pequeña fui de viaje con el colegio y el recuerdo que tenía era maravilloso. Soy una amante de las montañas rusas de modo que era un viaje muy esperado y con muchas expectativas...Más"
"590","Este Halloween ha sido un TIMO, apenas hemos podido subir a unas pocas atracciones en 2 días que teníamos contratados. NO hemos podido ver ni un solo espectáculo por estar haciendo colas para subir en algo. Por delante de nosotros pasaban los clientes VIP, es...Más"
"591","Ayer fuimos a pasar el dia como todos los años a Port Aventura. Mi hija estaba emocionada, queria subirse por primera vez al Shambala. 
Nuestra desesperación fué que en todo el dia solo subimos a dos atracciones, despues de cuatro horas de cola al llegar...Más"
"592","Habré visitado Portaventura cerca de 10 veces (siempre con viaje organizado a los hoteles del parque) y he de confesar que me duele ver cómo han destrozado el alma de este lugar.

Hace años podías sentir la calidad del sitio y la calidez de sus...Más"
"593","Lo que iban a ser dos días de disfrutar en un parque se convirtió en una auténtica tortura! Vergonzosa la gestión de este parque! Hace años que voy y he visto como poco a poco y debido a un afán de lucro desmesurado se ha...Más"
"594","Una vergüenza, pagar un dineral para no poder ni caminar y poder subirte solo en 2 o 3 atracciones, pero si alguien piensa que se va a solucionar están muy equivocados, aquí prevalece el beneficio que están obteniendo(que cada año crece),a la diversión de la...Más"
"595","Nosotros hemos ido dos días en grupo con niños de varias edades y el parque estaba masificado. Colas de 3 horas para disfrutar 3 minutos. La entrada ya vale un dineral y encima toca pagar entradas rápidas aunque también toca esperar con ellas.La comida es...Más"
"596","Voy todos los años y siempre genial. Esta vez fuimos por Halloween un lunes y no nos pudimos montar en NADA. Entramos a las 9.45 y nadie nos aviso de las posibles rachas de viento, ni de que podrian cerrarse las atracciones. Tienen mil maneras...Más"
"597","Nuestro paso por Portaventura en Halloween ha dejado mucho que Despues 
después de pagar 48 euros de entrada por cada adulto, al entrar en Portaventura nos percatamos que las atracciones especialesvpara Halloween de pasajes del terros (4 atracciones) eran de pago y con unos horarios...Más"
"598","por segunda vez en estas fechas los espectaculos estan bien pero en los pasajes a pagar. y el gratuito tiene hrs de hacer cola.
pero no lo mejoras con el esspres eso si que es una tomadura de pelo,vale si haces menos tiempo de cola...Más"
"599","Gracias por todos los comentarios de familias y otros sufridores de Port Aventura. Hemos sido afortunados por haber tomado la decisión de no pasar el finde en este parque gracias a vuestras opiniones
No iremos al parque mientras no se cambie de gestión. A ver...Más"
"600","Un hallowen de miedo en todos los sentidos. Llegando al parque a primera hora 1 hora de atasco para poder pagar los 12 euros para aparcar en un parking descubierto para después caminar unos 25 minutos hasta las taquillas. Después de 30 minutos más de...Más"
"601","Hemos estado este Halloween en Port Aventura, después de ver algún anuncio televisivo (que daño están haciendo estos anuncios...) decidimos ir a ver que tal los espectáculos, el parque temático, las atracciones.
Bueno en primer lugar, decir que todo es de pago, osea que se...Más"
"602","Es un robo 
Ferrari land ( solo tiene una atraccion de 19 segundos ) pero tiene que hacer 5 horas de fila
Que descarados- que timo
Y en el park aventura los restaurantes como el iron y el steak tiene personal mal pago y esto...Más"
"603","Día 3 de noviembre. Colas interminables de 3 horas y media, cuando ponía 2 horas estimadas. Solo hemos subido a una atracción del parque durante todo el día. Imposible caminar con tranquilidad por el parque. Lo que debería ser un día de ocio, ha resultado...Más"
"604","3 horas y media para subir al Shambala pero las pantallas no marcan nunca más de 2h. Si no tienes pase express no eres persona!! Un parque de atracciones que demuestra a los niños que el dinero lo puede todo. 
La primera bienvenida son los...Más"
"605","Ayer fuimos a pasar el dia a port aventura, y cada vez mas defraudados salimos, dos horas para hacer colas en atracciones eso deberian de controlarlo, lo que no puede ser es que ppagues una entrada a 48 e y entres a las 10.00 de...Más"
"606","Mas de dos horas y media haciendo cola para subir a una atracción y te la cierran en la misma cara. Lamentable gestión de venta de entradas. He pasadoas de 6 horas del dia haciendo colas y sólo he subido a dos atracciones. Me voy...Más"
"607","El sábado 2 de noviembre. Fue una encerrona-estafa. Miles y miles de personas imposible subir a ninguna atracción mínimo 2 horas de colas se anunciaba pero era mucho más. Sentí miedo por las aglomeraciones debidas al exceso evidente del aforo."
"608","Vergonzoso !!!
Pagar el “pase exprés “y hacer colas interminables de espera .
Quieren facturar y no se preocupan de dar el servicio adecuado , poco personal , abren las atracciones tarde 11:30 h , en el hotel poco personal en la recepción , para...Más"
"609","Un caos hoy día 3 de Noviembre. Han venido más pases express de lo que pueden asumir. 3:30 horas de espera para subir a una atracción. Entrada al teatro imperial, colapsado a pesar de haber sitios libres no dejaban entrar.....nunca más"
"610","Es la última vez que visito esta vergüenza de sitio. O pagas el pase expresa o te esperan colas interminables porque a las atracciones solo pasan a la gente de la cola express. Todos pagamos pedazo de sinvergüenzas!!!!!! Allí os quedais con vuestras atracciones oxidadas...Más"
"611","fuimos durante octubre por lo que vivimos el festejo de halloweeen. es increible. nos encanto. es la 3era vez que vamos pero nunca habiamos ido durante halloween. super recomendable"
"612","Llevamas de 2 h aguantando fumadores en lacola de Samballa. Y aqui no vigila nadie. Esto es desesperante"
"613","He venido varias veces a este parque y puede que está sea la última si la gerencia del parque no cambia su estrategia.

El pase ""Express"" ha llegado a límites insospechados. Es genial la idea: se obtienen más ingresos con la misma infraestructura. Consecuencia: o...Más"
"614","Llevo muchos años yendo al parque pero nunca había estado en Halloween.  Fue un despropósito. Primero colas largas para entrar al parking, luego colas para las entradas y una vez dentro más colas en las atracciones. De dos horas no bajaba ninguna y luego van...Más"
"615","Creo que el precio es muy excesivo, ya no solo los 50€ de la entrada, si no que en cada una de las atracciones de halloween y alguna otra, tienes que pagar 5 o 6 euros más por entrar a cada una, se te pone...Más"
"616","Este parque junto con el de Ferrari land tienen un potencial increible ya que tienen muy buenas atracciones, sin embargo esta extremadamente mal manejado, mal señalizado, muy poco personal y una ineficiencia total. Estuve un dia entre semana y las filas de todas las atracciones...Más"
"617","No lo recomiendo en absoluto en Halloween. Colas interminables que s hacen todavía más largas por el fast express. Desesperante."
"618","sñSi quieres tirar el dinero es el mejor sitio.
colas interminables para todo.
espectáculos  escasos,mal informados, sabiendo el aforo que permite no controlan las colas y te tienen esperando para en el momento  de comienzo avisarte de que no puedes entrar.
PERSONAL escaso,tienen que gestionar...Más"
"619","La verdad que me encanto la visita. La única pega es los precios que tienen que desde mi punto de vista son bastante caros, de resto esta muy bien el parque"
"620","Aquellos q no quieran ir a port aventura os recomiendo venir en días laborables no festivo, ayer mas de 40,000 personas quisieron disfrutar del parque, no lo recomiendo. Teníamos pulsera fast express como el 30% de los visitantes lo q hizo q tambien hiciéramos colas,...Más"
"621","Una hora de cola literal desde el desvio de la autopista hasta antes de entrar al parking del parque en apenas 2km. Nos dimos la vuelta. Tienen un problema de aforo y gestión muy grave (y dilatado en el tiempo), ni me imagino la pobre...Más"
"622","Esto es un infierno .decir saturacion es quedarse corto no. lo siguiente.acabo de entrar y esta hasta arriba .es como viajar 20 personas en un ascensor para 6 y que no se mueve.podrias regalar la entrada a tu cuñado y conseguir asi que no te...Más"
"623","Las atracciones , los espextaculos y lanoimpieza francamente bien,  en ek aspecto gastronomico uba autebtica basura, lo unico que se salva es la cerbeza y el cafe, el cafe es extraordinario.
Respecto al personal volvenos una de cal y una de arena, te encuentras alguna...Más"
"624","No se ni donde empezar...ayer fuimos con visita de Alemania a Port aventura. Llevo yendo desde hace 20 años y la experiencia de ayer fue nefasta.
Para empezar...sacamos las entradas por internet para ahorrarnos las colas en las taquillas que son impresionantes. Aunque en el...Más"
"625","Colas infinitas, incluso pagando el pase express. Exceso de aforo, no se podía ni andar sin tropezar con la gente. Comida cara y pésima. Imposible entrar a las actuaciones pq estaban todas completas en muy poco tiempo. Lavabos muy sucios. Todos los pasajes del terror...Más"
"626","carísimo,sin limitar aforo,por lo que pagas pulseras a precio de oro,tomadura de pelo,comida asquerosa a precio de restaurante ,pésimo servicio de restauracion.
Precio de las bebidas,más caro que en el centro de Roma,sacadineros.
Vergonzoso que un parque familiar,se haya convertido en un timo.
Esperando con...Más"
"627","Profesionales ineptos, parque saturado, más de 2 horas de cola, pase express con más de 1 hora de cola, parking por 12 euros sin vigilancia, desperfectos en coches.

Para no volver"
"628","Acabamos de venir de portAventura, mi marido tiene una discapacidad de un 55%, y no tiene pase prioritario en las colas, ya que han cambiado la normativa y ahora tienes que tener al menos un 75%.

Me parece fatal que personas como el despúes de...Más"
"629","Pagas una entrada de 47€ para hacer cola de +2 horas y los que pagan e express +33€ del precio ,son los que se pueden montar en todas las atracciones , ya que pasan 20 de express por 1 de cola normal. Una verguenza ....Más"
"630","Una experiència fatal, realmente mala, dos horas y media para subir a cada atracción, total que subimos al dragon khan y ya eran las dos de la tarde. No te da tiempo a ver ninguna decoración ni el far west, ni Mexico. No volveremos a...Más"
"631","El parque es muy bonito,pero si vas en Halloween veo en cuenta k,las colas son larguísimas para las casas del terror k hay 3 y se pagan aparte,además k dan miedo para niños de 3 años.fatal."
"632","Hemos venido aquí desde Valencia con toda la ilusión. Primero pagamos 48€ de entrada, entramos a las 10 al parque, y hacemos 2 horas de cola para subir a la primera atracción( la primera que hay de color azul). Seguidamente decidimos ir al shambala y...Más"
"633","Las atracciones son sensacionales, pero a un precio muy alto ya que al precio de la entrada hay que sumar pulseras, express, en fin toda suerte de costes añadidos."
"634","Hemos pasado dos días en Portaventura World, y he tenido una de cal y otra de arena.
Llegamos el lunes día 29 después de casi 5 horas de coche y a la llegada nos encontramos un día desapacible en cuanto al tiempo, viento muy fuerte...Más"
"635","El mejor parque de atracciones de España!!. Te aconsejaría perder más el tiempo en portaventura world pero en un día te da tiempo a ver los dos parques."
"636","Parque fantástico para toda la familia, con diversas atracciones y actividades y diferentes zonas temáticas. Compramos también la entrada de la zona acuática y no se qué nos gustó mas. Todo bien cuidado y personal muy educado. Lo único malo el calor en las zonas...Más"
"637","Soy una apasionada de los parques de atracciones, pero sin duda este es mi favorito...
La cantidad de atracciones tanto para mayores como para niños, la variedad de comida en el interior, y los decorados que te transportan a dichos lugares...
Es un lugar fantástico...Más"
"638","El juego más alto de Ferrari es de una adrenalina única, la velocidad de subida sí parece la aceleración de un Ferrari. Lo tienen que vivir."
"639","Que saliera un fin de semana de mal tiempo no es culpa del parque.
Pero como persona que ha ido ya unas cuantas veces al parque voy a explicar lo que no me ha parecido nada bien de este halloween 2018 y lo decepcionada que...Más"
"640","Nos salió un día de mucho viento. Y aún sabiendo los trabajadores desde el día anterior (dicho por más de un/a empleado/da del mismo parque) que la previsión del tiempo era complicada para casi todas las atracciones:

Primero: No avisan a la hora de pagar...Más"
"641","Ayer fuimos un grupo de amigos a Port Aventura. Compramos entrada al parque más Ferrari Land; pues bien... no nos pudimos montar en nada ya que todas las atracciones altas estaban cerradas por fuerte viento. Además de que ningún pasaje del terror estaba abierto (todos...Más"
"642","Estuvimos alojados en el hotel portaventura en las fechas de Halloween. En cuanto al hotel no pudo ser peor te cobran un paston y te ponen para una pareja un baño de minusválidos con una ducha abierta que se sale todo el agua por el...Más"
"643","Probablemente uno de los mejores parques de atracciones que he estado, eso sí hay mucha gente.
Es importante cogerse el ""express"" antes de entrar y así poder subir a todos los lados."
"644","El mayor parque de atracciones del sur de Europa. Atracciones bien cuidadas y variades, numeroso personal que ayuda en todas elles y que cuida los detalles de Seguridad. Hay que contar con todo un dia libre para gozar de las atracciones. A primera hora se...Más"
"645","Pasamos dos días geniales en el parque disfrutando de todas las atracciones y sustos del Halloween que nos tenían preparado. De miedo!"
"646","Imposible de la cantidad de gente que habia..colas kilometricas de 1h30,solo buscan ganar dinero les da igual como,buscan que compres el pase express,los restaurantes una basura de caros y la comida pesima,las atracciones muchas cerradas tipo tutuki solash a las 18:00 de la tarde,pero eso...Más"
"647","Muy bien como siempre, pero cada vez más novedades con pago añadido. Lo de añadir pago a la cuota de entrada cae mal, muy mal. Replantéense esta cuestión aunque suponga un plus en la entrada."
"648","He ido muchisimas veces puesto que vivo cerca y tengo que decir que cada vez está peor. Las atracciones no, de eso no tengo queja. Lo peor es la comida, en todas partes es lo mismo. a
Antes, cuando ibas a uno de los restaurantes...Más"
"649","Además de cobrarte la entrafa ahora han creado un pasaporte halloween que incluye 3 pasajes del terror (todos iguales!!!! Solo les diferencia la temática)
Y despues la selva del miedo un HORROR! Pero no del miedo sino de lo mal que esta hecho!! Es imposible...Más"
"650","Tiene atracciones sensacionales, de las que te hacen disfrutar y no marean. Los servicios en el parque son de calidad (comidas, espectáculos, limpieza) y la relación calidad- precio para todo lo que ofrece está muy bien."
"651","hemos visitado como el parque de atracciones como el acuatico y la verdad muy divertido fuimos en famila y la gozamos los dos"
"652","Recomiendo la visita entre semana para poder disfrutar de las atracciones plenamente ya que los fines de semana se forman colas de hasta 3h y no disfrutas casi nada para el precio de las entradas. También criticar el no poder entrar con la comida para...Más"
"653","El parque es espectacular y más en Halloween, pero el problema es que los mismos trabajadores nos registraron las mochilas cuando no se puede hacer e incluso nos metió la mano para rebuscar."
