"","textoComentario"
"517","Se passa por Barcelona no puede faltar la visita en la sacrata familia . Un lugar sensacional donde la arte de Gaudì se puede sentir en la piel .
Súper recomendado"
"518","Es el símbolo de Barcelona, pero para mi es algo feo.  Tiene mucha cola siempre y cuando lo van a acabar???"
"519","Gaudí y su obra maestra. Increíble arquitectura, lugar y su historia. Cuenta con un museo gratis tb que es buenisimo. Compren entradas con anticipación!"
"520","Majestuosa catedral que trata de reflejar la grandeza de la Sagrada Familia. Cada detalle es de gran admiración."
"521","Es muy bonita contemplarla desde Afuera a pesar que colocaron unas cercas alrededor que la hace ver fea, me imagino que es por seguridad, es costosa la entrada, no la compre porque estaba agotada, hay que comprarlas por internet"
"522","Señores Tripadvisor.
Sabiendo que el catalán es un idioma hablado por 11 millones de personas en 3 países europeos(Escaña, Francia i Italia) i que ocupa el 13a puesto en importancia de toda Europa. Sabiendo esto ustedes niegan el acceso de opiniónes escritas en esta lengua....Más"
"523","A mi llegada a Barcelona la fui a ver, sólo por fuera y ya eso fue un espectáculo!!!, así que creí que ya mas eso no podía ser, pero las recomendaciones de amigos me hicieron comprar la entrada y regresar, y efectivamente fue algo asombroso!...Más"
"524","Es sorprendente la capacidad del arquitecto Gaudi y sus predecesores en crear semejante obra de arte, es espectacular su diseño y consideraciones matemáticas para su construcción, eran unos verdaderos maestros de su tiempo.  No se pierdan el reflejo de las luces que se logra ver...Más"
"525","El monumento es espectacular para apreciar, recomiendo comprar boletos de entrada por anticipación debido a la cantidad de turistas que lo visitan ..."
"526","La basílica de la sagrada familia es la más imponente y magnifica edificación que he visitado y espero poder regresar cuando esté completada"
"527","Aunque todavia no está terminada arquitectonicamente es fantastica sobre todo como juega la luz natural que entra por los vitroix. Imperdible"
"528","Es una maravilla, no cabe duda que Gaudí era un genio. Nos encantó visitarla es impresionante y maravillosa."
"529","Uno de los lugares mas hermosos que visité. Sin dudas un lugar obligado en barcelona, y en europa. La arquitectura del lugar es increíble. Si se puede en lo posible hacer el tour guiado, en el cual te muestran cosas que uno no llega a...Más"
"530","La sagrada Familia es una de los lugares obligados cuando uno pasa por Barcelona. Le temía al ingreso y me sorprendió gratamente que fue bastante ágil y organizado. Te revisan casi como si entraras a un avión, pero al entrar con turno es mas organizado....Más"
"531","Es el ícono de Barcelona, con lo que está todo dicho. Hay que visitarla porque es distinta a todas las iglesias, al menos a las ""tradicionales"" que llevan siglos erigidas.Mi particular opinión es que después de ver ""infinitas"" iglesias en Roma, no vale la pena...Más"
"532","Realmente pagar la entrada con guía en la Sagrada Familia es una actividad que nadie debería perderse si visita Barcelona. El interior es realmente diferente a todo lo que cualquiera conoce, y dependiendo de la puesta del sol , las imágenes que se aprecian en...Más"
"533","Es el mejor sitio para conocer en Barcelona.si quieren visitarla por dentro no dejen de sacar las entradas previamente por la web"
"534","Grandiosa obra de Gaudi! Impresiona la creatividad del diseño y lo significativo de los detalles que cada parte de la construccion representa. Creatividad absoluta"
"535","Visita obligada en Barcelona!! He tenido de la suerte visitar Iglesias en diversos países y la iglesia de la Sagrada Familia es realmente única. Si se visita Barcelona, hay q conocerla!"
"536","No pude visitarla de día pero mereció la pena el paseo nocturno, donde evitas las bullas.
Le iluminación está claramente estudiada para destacar lo mejor de cada fachada.
Un regalo de la arquitectura cada detalle"
"537","Llegamos a la Basílica como parte de un Tour, si bien no ingresamos, nos quedamos maravillados con esta majestuosa obra de arte con tantos años en construcción y tantos genios que han dejado su huella. 
No subimos a la torre xq había demasiada cola y...Más"
"538","Es el mejor sitio para conocer en Barcelona, Gaudi tuvo la capacidad de visualizar un lugar lleno de romanticismo, mágico e imponente.  Es un sitio que quisiera volver a visitar y lo recomiendo sin lugar a dudas."
"539","A primera vista la catedral es ensordecedora, el interior es tranquilo y apaciguador, la guia es critica para la visita"
"540","Mucha seguridad, muy lleno. El personal del museo no es tan amable. Fila en baños. Pero el monumento vale la pena ser visitado, vayan con tiempo y con boletos comprados si se puede."
"541","Una belleza imponente. Digna de ver. Consejo, si quieren visitarla por dentro no dejen de sacar las entradas previamente por la web. Suelen cortar el ingreso y solo permitir que accedan los que tiene las entradas ya sacadas."
"542","Recomiendo ir a primera hora de la mañana, ya que a esa hora tiene unas luces espectaculares y no está tan masificada como el resto del día."
"543","unica, original, maravillosa, una obra de arte como pocas, parece un sueño.De beria ser patrimonio de la Humanidad"
"544","Viviendo en Barcelona no había estado nunca m, pero fui con unos amigos que estaban de visita y me di cuenta de la joya que tenemos en nuestra ciudad.
Es algo único que no tiene comparación y no solo por lo precioso que es su...Más"
"545","Compramos las entradas anticipadamente. Perfecto. Todo funciono muy organizado. La Basilica absolutamente espectacular. Estuvimos 3 horas entre la visita con audioguia, la torre y el museo. No se puede visitar Barcelona y no entrar a verla!!!"
"546","Compre los tickets anticipadamente, funciono perfecto, muy organizado.
Maravillosa la visita a la Basilica. Estuvimos casi 3 horas, el museo tambien valio absolutamente la pena."
"547","Lo sé, mucha paciencia, para comprar los tickets, para entrar, te digo merece la pena todo el esfuerzo tanto económico como físico, te quedará una felicidad interior inmensa, INVIERTE en la VISITA GUIADA es la unica via de poder apreciar y conocer el origen y...Más"
"548","Impresionante visita. Hemos pasado tres horas dentro en la visita autoguiada y en una de las torres. Habíamos sacado las entradas hace unas semanas por internet y la entrada ha sido rápida. El interior impresiona por el espacio, la luminosidad y el aire que te...Más"
"549","Realmente imponente, solo una mente privilegiada e inspirada pudo imaginar esta obra. Viendo su croquis de planta aparece la figura Cristo con sus brazos abiertos y su Corona de espinas. Quedamos maravillados on la iluminación interior a través de los vitrales. Es una visita imperdible...Más"
"550","Te transmite todo el sentimiento de Gaudí, es majestuosa, una obra impresionante que lleva construyéndose 137 años."
"551","Es mejor comprar las entradas con tiempo y en la pagina oficial, la opción sagrada familia con torre y llevarlas impresas, es impresionante estar dentro y ver la magnitud de la obra, es una visita no solo para creyentes sino también por los amantes del...Más"
"552","Muy hermosa por fuera, no pudimos entrar porque se habían agotado las entradas por ese día y no teníamos mas tiempo. No se porque solo permiten una cantidad limitada por dia."
"553","Esto fue lo que uno de los sinodales dijo al otorgarle a Gaudi le entregó su acreditación de Arquitecto. Este hombre! FUE las dos cosas! Genio y Loco! y seguirá siendo un gran creador! VISITAR este monumento es VIVIR A GAUDI así como tanto otros!...Más"
"554","No puedes dejar de visitarla !!!!
Su majestuosidad no sé puede creer.
Una obra de arte por dónde se la mire."
"555","Inpresionante Basílica ideada y empezada por el Gran Gaudi!! No vale la pena subir a la torre, hay algunas lindas vistas pero solo eso!!"
"556","Muy bonita Basilica, muy impresionante, es mejor ir con tiempo y pedir audioguia si se quieren conocer detalles de la Basilica. No pudimos ver el museo ya que nos vendieron tiquetes para las 7:30pm y cuando llegamos allí ya estaban cerrando."
"557","Lugar obligado a visitar en barcelona, es mejor hacer reserva en línea, la maqueta muestra lo construido por Gaudí y lo amarillo se espera concluya en 2026 con el centenario de su muerte."
"558","No me gusta el estilo de Gaudí, su estilo es no tener un estilo propio, ser mezcla de otros, el más cercano? Gótico con barroco. 
Porque no me impresionó? El lugar es grande, impone, pero no hay atención al detalle, no se ve amor al...Más"
"559","Espero poder regresar a verla terminada algún día , porque es de otro mundo , cada detalle , cara rincón, toda el arte y la historia , no tiene palabras"
"560","merece la pena visitar esta genial obra de Gaudi. Interesante subir a las torres la vista es increíble. La basílica principal es impresionante por su grandeza entre la luz y los colores. Tampoco perderse la cripta, pequeña y circular en el subsuelo. Allí esta enterrado...Más"
"561","Tuve la fortuna de poder visitarla. Lo más impactante son las gamas de colores dentro de la misma, con los efectos del sol. Impactante !!!"
"562","Visitar la sagrada familia fue una experiencia unica, sus imponentes torres, su arquitectura imponen y te hacen sentir muy cerca de Dios nuestro señor.
Invito a visitarla, es sorprendente por dentro y por fuera esta magnifica obra y sus vitrales impresionantes."
"563","Una basílica que la última vez que visite fue hace 20 años y aún no terminan.
Impotente, majestosa y de colores es un icono a Gaudí ... tienen que ir estando en Barcelona.
No dejen de comprar boletos por internet ya que se agotan las...Más"
"564","Hermosa!! Importante hacer reserva para no hacer la fila!!! Una obra de arte muy particular y llena de luz mágica."
"565","Iglesia única y moderna. Admirable toda su arquitectura. Realmente sorprendente. Diferente. Antoni Gaudí un distinto en todas sus expresiones"
"566","Representa los cambios tanto culturales como generacionales es cierto que para ciertos gustos no es del todo consecuente las esculturas de un lado y del otro pero al final queda la representación misma de la actualidad"
"567","Una obra grandiosa tanto por fuera como por dentro. Adquirimos las entradas por internet, y reservamos uno de los primeros horarios de la mañana, con lo cual la fila para ingresar fue corta. Hicimos la visita con audioguía y estuvo muy bien. Nos quedamos casi...Más"
"568","Por fuera es preciosa y puedes pasarte horas observando los detalles de sus fachadas y de sus Torres. Por dentro también es espectacuñar, una arquitectura moderna y colorista. Hay que verla si vienes a Barcelona."
"569","Esta inmensa obra de arte es dificil de visitar en su integridad por el gentio que se acumula en su entorno,las colas son interminables."
"570","No hay que ser fiel a alguna religión para experimentar la grandeza de Dios en esta maravilla arquitectónica fruto de la locura de Gaudí.  Recomiendo ir en día soleado para apreciar la luz de los vitrales. La entrada la tomamos con el paquete que ofrecen...Más"
"571","A veces se hace un poco pesado el ingreso, y puede que tengas que hacer alguna hora de espera para entrar, pero vale la pena! Es un hermoso lugar!
La arquitectura es fantástica."
"572","Es alucinante. Realmente, me quedé sin palabras, tanto al verla por afuera, como por adentro. Vale la pena pagar la entrada con la subida a las torres (se puede bajar por una escalera caracol sin baranda, o si se sufre de vértigo, por el mismo...Más"
"573","Excelente Lugar para ser visitado.!!! Su Majestuosidad hace una de las visitas más frecuentadas en España."
"574","Si vienes a Barcelona, tienes que visitar la Sagrada Familia, no puedes simplemente no ir, eso sí... recomiendo comprar las entradas online, ya que la fila para comprarlas en el sitio, es interminable, sobre todo en los meses de Junio, Julio y Agosto (temporada alta),...Más"
"575","Es una obra de arquitectura increíble Desborda los ojos y la imaginación.
No verla es perderse de disfrutar de algo realmente maravilloso."
"576","Si se visita Barcelona es imprescindible visitar La Sagrada Familia, es un monumento magnífico. No solo por ser una obra de Gaudí ,sino por el trabajo que se está haciendo para acabarla."
"577","Imprescindible reservar por anticipado vía web.
No tan masificada como era de esperar, supungo que la dimensiones del edificio diluyen la avalancha de turistas. 
Muy bella, eso sobra decirlo. 
No recomiendo la visita a las torres, por lo menos a la del Nacimiento que a...Más"
"578","A pesar de la multitud, visita imprescindible. Monumental, al entrar, el juego de luces de las vidrieres y la altitud y amplitud del espacio te deja sin palabras. Recomendable"
"579","La controvertida continuidad de la obra maestra de Gaudí, una vez fallecido atrpellado en las inmediciones por un tranvía, hay que reconocer que han sido un acierto.Por denntro, lasdiferentes capillas, el oratorio, lasesculturas del escultor J.M.Subirachs le asombran a uno.En el exterior desde la Pza...Más"
"580","Un lugar mágico. Aunque no sea religioso es emocionante ingresar en sus espacios, descubrir sus claroscuros, sus vitreaux.
La audioguia cumple su rol y es eficiente.
Absolutamente recomendable.
Sacar las entradas con anticipación."
"581","Gran edificio construido por el arquitecto Gaudí (podrás ver varias obras de él en toda la cuidad).
El edificio es impresionante en cuanto a inmensidad, tiene un diseño hermoso tanto por fuera como por dentro. 
Me imagino que para aquellos que sean religiosos gozarán también...Más"
"582","Hacer reserva en la web fundamental la genialidad de Gaudí en su máxima expresión arquitectónica gótica"
"583","Impresionante por fuera, pero aún más por dentro. No deja indiferente. Es unica. Si padeces vertigo no subas a la torre."
"584","Es la segunda vez que voy y quede maravillada de los avances
Esta muy bien organizada. Si bien es cara la entrada, se ven los resultados"
"585","Hermosa Catedral, hermosa estructura, te quedas horas mirando cada rincón de su fachada. Imprescindible su visita."
"586","No recomendable. Han de mejorar la calidad  de la comida y los postres son co helados y el puding que comi, que sólo lo probé, era incoloro , cambie el helado por un puding."
"587","Increíble, por fuera y por dentro, nosotros hicimos la visita guiada y vale mucho la pena, ya que hay demasiados simbolismos que igual y sin explicación no llegas a entender bien ..."
"588","Imponente, una obra de arte admirable para quienes somos católicos y también para quienes no creen. No te la podés perder!!"
"589","soy cordobés y no se paga para entrar en la Mezquita.... hay los catalanes si.... patético... a parte de los chorizos carteristas... a tener muy muy encuenta."
"590","Es mejor hacerla con visita guiada. El acceso es bueno para todas las edades. Visitarla en el mes de mayo te encontrarás que no hay mucha cola y mejor comprar las entradas antes."
"591","s una experiencia que tienes que vivir, no importa cual sea tu creencia religiosa, gustos artísticos, edad... Gaudí sin duda era un GENIO y la Sagrada Familia es una obra de arte que no te puedes perder. 
Te recomiendo la audioguía para que puedas entender...Más"
"592","Esperaba con ansias la visita a esta maravillosa catedral y quede encantada.Saque por internet las entradas y no espere nada.Si todavia no esta terminada y despierta esta admiracion,no quiero imaginar cuando se termine.Espero vivir para verla.Cantaron el Ave Maria y fue un momento magico junto...Más"
"593","Muy bello su diseño. Quede maravillada por dentro su arquitectura es impresionante también.
Voy a regresar antes de viajar"
"594","Es un must de Barcelona. La historia de la construcción del templo, de sus diferentes partes y evolución son alucinantes. Llegamos tarde para la visita normal pero tuvimos la inmensa suerte de poder acceder a la cripta porque era horario de culto y estaba a...Más"
"595","es una catedral espectacular. pero me parece carisima la entrada, para que ves, y el tumulto de gente. ademas, llevan años terminando las obras y no las terminan."
"596","Un lugar inexplicable,  imposible de describir con palabras,  hay que verlo,  caminar por adentro, disfrutar cada lugar, ver el video ilustrativo, el cual te da un panorama amplio para entender los diferentes lugares de la iglesia. Una maravilla"
"597","Cada vez que voy a Barcelona hago la visita obligada a la Sagrada Familia. Siempre me sorprende con nuevas obras avanzadas o terminadas. Una joya de Gaudi. Recomiendo sacar entradas por la web eligiendo día y horario, suele haber mucha gente. Acceder a alguna de...Más"
"598","Una visita obligada si te gustan los monumentos, iglesias y la historia. es imponente ingresar allí y ver todos los detalles en que Gaudí pensó al momento de construirla. Solo la vista ya te va a llamar la atención, pero si te explican ya sea...Más"
"599","Una obra de Gaudí que es el mejor icono de Barcelona,grandioso  y que hay que visitar.especialmente el interior.
No obstante creo que la vision general desde el exterior es bastante caótica a dia de hoy,ya que se entremezclan fachadas antiguas proyectadas por Gaudi,fachadas nuevas proyectadas...Más"
"600","La más bella obra arquitectónica de Barcelona. Hay que visitarla con sol ya que, al cruzar por las cristaleras, se reflejan luces de colores en el interior. Es precioso, Gaudí pensó en muchas cosas al diseñar los planos. Merece la pena que te expliquen la...Más"
"601","Fui con mi madre y una prima(pero la aplicación no me permite esa elección). El momento si bien no está acabado x fuera, de todasaneras es una maravilla arquitectónica de Antoni Gaudí. Es difícil encontrar entradas al ir al recibo, o tienes que disponer de...Más"
"602","Sin dudar alguna un lugar mágico! Fuimos con mi hermano y nos gustó mucho! 
Ah si compras los boletos por la web es más económico."
"603","Maravillosa.perfecta para verla en familia en un dia precioso.no se cansa uno de admirarla.valio la pena.volvere"
"604","La inglesia de Sagrada famillia es un lugar que todo el mundo tiene que visitar. Senor Gaudi ha dado lo maximo de arquitectura y es una inglesia que nunca vamos a encontrar algo parecido..100% recomendado!!!"
"605","Creo que es el mejor y mayor monumento que he visto nunca.
Además Le he visto crecer con los años. Desde que en los años 70 estaba prácticamente abandonado hasta hoy.
Visita obligada!"
"606","Si vas a pasar unos días en bcn te recomiendo sacar la entrada con antelación (online) para no quedarte sin ver esa maravilla. Nosotros la cogimos allí y casi no quedaban ya. 100% recomendada la visita con audio guías, te explica de forma muy amena...Más"
"607","No hay palabras, espectacular, una obra maestra, sin duda no puedes visitar la ciudad y no parar para admirarla"
"608","es importante bucear en todas las obras del genial Gaudi. 
cada ves que vuelves a visitarlas, descubres cosas nuevas y resulta emocionante."
"609","Hermosa, majestuosa y muy buena explicación. Volveremos!!! Toda Barcelona es una maravilla.y entrar a la sagrada familia es un deleite, es increíble y ya queremos volver."
"610","Ha sido toda una experiencia mistica no solo por la inmensidad de estar dentro de esta catedral única y disfrutar de su magnifica arquitectura, sino también por la visita al museo y otras dependencias que te lleva a entender la personalidad y forma de vivir...Más"
"611","Pese a llevar nuestras entradas, por suerte en papel, ya que los que las llevaban en el móvil no podían entrar, se les habían roto los lectores, la cola fue desagradable. En el interior IMAGINACIÓN AL PODER. INCREIBLE. 
Pero aseguro, no lo recomiendo y no...Más"
"612","Muy interesante hacer la visita completa con audio guía. Siempre hay mucha gente pero merece la pena hacer la visita. Primera hora de la mañana o ultima de la tarde ideal, pero tener en cuenta que para hacer la visita completa hace falta un mínimo...Más"
"613","Vivo en Barcelona y algún fin de semana voy con mi hijo de 4 años a ver la Sagrada Familia, y le encanta!! Es una visita rápida que seguro que volveremos a repetir muchísimas veces. 

El interior solo lo vi una vez y me pareció...Más"
"614","Es, de lo que he visto, la obra de arquitectura mas maravillosa. Más que una basílica es una obra de arte que emociona.
Está en construcción, con algunas interrupciones desde hace décadas,"
"615","Habia visitado la Basilica en 1995 y me parecio fantastico pero medio marron. No se veia bien nada. Ahora la vimos restaurada en parte y fue increible, los colores, las frutas, las estatuas con su diseño de lineas rectas y esteticas, nos parecio increible."
"616","La he visitado 2 veces, la más reciente el lunes 10 de junio. El guía Carles fue excelente. Además de muy bien preparado nos llevo a través de las diferentes estaciones explicando los cambios que añadieron cada uno de los arquitectos que sucedieron a Gaudí."
"617","Muy bonita pero yo no la acabaria era una obra de Gaudí y ahora no se parece en nada a los planos originales"
"618","El edificio es precioso y se ve el avance en su construcción pero...
Hay tantos turistas que no puedes disfrutarla. Es casi imposible andar por las aceras."
"619","El lugar más hermoso que he visitado, junto con la Alhambra en Granada. Vale la pena recorrer cada rincón de la Sagrada Familia."
"620","Hermoso lugar, toda persona que visite Barcelona tiene que conocer la Sagrada Familia,
Puedes contratar audio guía que para mi gusto es la mejor forma de conocer los lugares ya que vas a tu tiempo.
no olvidar reservar tus boletos con anticipación."
"621","Sólo la habia visto por tv y ya me parecía impresionante
 Pero cuando estas dentro no hay palabras para describir tantas magnificencia."
"622","Taller muy recomendable para los niños. Visitas la Basílica y realizas un taller para niños en familia decorando huevos de Pascua. Sin duda si hay algún otro taller en Navidad volveremos."
"623","Ir a Barcelona es un placer. Esta iglesia es Imperdible. Es simplemente Magnifica. Deben sacar tiempo para admirar cada detalle y regresar sin falta a ella."
"624","Una de las cosas que que mi madre no quería dejar de visitar. Y no está mal pero con tanto turista y la obra en construcción, la verdad que no vale la pena hacer una hora de espera para esto."
"625","Simplemente maravilloso!!!
Es uno de los símbolos de la ciudad Condal y cuando la ves entiendes porqué. 
Desde fuera ya impacta, pero recomiendo ver su interior. Cada rincón es impresionante.  No te dejará indiferente.  Recomiendo subir hasta las torres y disfrutar de unas maravillosas vistas...Más"
"626","Me encantó su mejestuosidad. Es enorme, con innumerables detalles a cada cual más bonito. Su capilla, todas las torres son fantásticas."
"627","Una gran obra ,tanto en el interior como el exterior son preciosos . Las vidrieras lo más espectacular."
"628","Si lo que te gusta es la arquitectura,y Gaudí uno de sus referentes para ti,no debes dejar de visitarla.
Todo el exterior es fantastico pero el interior merece la pena sobre todo los dias soleados cuando los rayos entran a traves de las vidrieras de...Más"
"629","Es un monumento hermoso
Donde la inmensidad del edificio acongoja el alma
No creo llegar a los cien caracteres como minimo. Esto es algo que deberian solucionar la gente de tripadvisor"
"630","Muy recomendable. No se puede decir que has visitado Barcelona, si no pasas, sin prisas, por la Sagrada Familia"
"631","Basílica única en el mundo, estilo muy peculiar. Hay que reservar la entrada con tiempo ya que solo hay accesos limitados."
"632","Realmente de los lugares más extraordianrios y sobrecogedores que he conocido. Las luces, los reflejos, las formas. Cada rincón es una fotografía imperdible. Gaudí un genio de la creación sin límites."
"633","Magnífico templo ... majestuosamente se alza hacia el cielo. Obra maestra de Gaudí y lugar de obligada visita."
"634","Vale la pena con guía. Es una experiencia única para disfrutar. Apto para cualquier edad...para los peques hay cuadernos-libros que se pueden leer previamente para preparar la visita."
"635","Es una de las visitas obligadas cuando vienes a Barcelona. Os recomiendo comprar la entrada por internet para evitar las colas."
"636","Es verdad que después de tantos años que Gaudí no está, no puedes asegurar que sea fielmente su proyecto original, pero cada vez que lo vez impresiona más, con 5 torres en construcción a punto de ser las más altas, poder ver cada uno de...Más"
"637","Increible poder ver la gran sagrada familia en persona, fue una grata visita, recomiendo verla por dentro tambien."
"638","Buena visita guiada, detallada, a pesar de la cantidad de visitantes se logra seguir con atención. Recomiendo comprar en la web de sagrada familia"
"639","Un lugar bello mágico un espectacular contraste entre la parte restaurada y la parte original de un aroma a nostalgia si se debe quedar en el deterioro pero original o la belleza de la reconstrucción y sus bellos colores nuevos"
"640","la sensacion que se vive dentro de la Sagrada familia es indescriptible . Para quien es creyente tiene seguramente un valor adicional , pera los que van a aprecian una joya de la arquitectura van a quedar extasiados . sigiero buscar un horario donde haya...Más"
"641","Verla por afuera es algo impresionante. Y entrar es más maravillosa aún. Gaudí fue un maestro con una gran visión para proyectar esta enorme obra de arte. Ningún detalle fue librado al azar. Esta representada toda la Biblia en una iglesia. Si estas en Barcelona...Más"
"642","Es obligado, verla por dentro y por fuera, vale la pena pagar la audio guía para poder enterarte de todos loa detalles, IMPRESIONANTE!!!  preparate para ver una obra arquitectónica nunca vista!!!"
"643","Si vienes a BCN, no te lo puedes perder.

Dos consejos:

- Compra la visita guiada. Son solo 2€ más y merece la pena. Te enterarás de curiosidades y de cómo piensan acabar el proyecto.
- Véte al parque que tienes detrás de la fachada...Más"
"644","La catedral es imponente. Es una obra de arte... sólo que la vimos de afuera. Para ingresar hay que pagar. Lo mínimo €17 x persona, que ya estaba “agotada” y la única forma de acceder a los tickets es x internet. Me pareció demasiado comercial;...Más"
"645","Llevo toda la vida en Barcelona y aún no había entrada en la Sagrada Familia, sólo la había visto por fuera. La verdad que es impresionante, tanto por dentro como por fuera. Las explicaciones de la audioguía  son muy buenas y te hacen estar atenta...Más"
"646","Un lugar que nos encantó. Me gustaría volver cuando esté del todo terminada ( supuestamente dicen que será para el 2026). 
Es digno de ver. Muy recomendable"
"647","Es absolutamente fantástica y distinta del resto de iglesias del mundo. Junto a la catedral de Río de Janeiro son las iglesias más distintivas que he visitado en varios países. La audioguía es muy buena para entender los aspectos importantes. Las entradas se agotan rapido...Más"
"648","Una hermosura por fuera pero sobre todo adentro. Es un regalo placentero para todos lis sentidos. Una hermosura sublime. Gaudi un genio que ha dedicado su vida a construir hermosos edificios y esta basilica es impresionante💕😍"
"649","En cuanto a lo que es arquitectura es imponente y hermosa. Pero si no te atrae la arquitectura ni la religión no vale la pena ir. Esta algo lejos de lo que es la zona más turística de Barcelona. Pero el metro te deja en...Más"
"650","Compra tus entradas con 2 o 3 días de anticipación, procura ir o temprano en la mañana o por la tarde los vitrales son hermosos a esas horas!"
"651","aun cuando la siguien construyendo, es una joya de la arquitectura, sus vitrales son un espectaculo aparte. También son muy hermosos los pilares y los ornamentos exteriores.hay que coprar los tickets con mucha anticipación y prepararse para filas muy largas."
"652","Inmenso 
Increíble obra 
No hay palabras que lo puedan calificar correctamente. 
Gaudi ❤️icono de la cultura española"
"653","Muy bonita, llena de turistas, un lugar para visitar y conocer super interesante la historia asi que lo podes perder"
"654","Visitar la sagrada familia siempre es motivo de admiración,es claro que nunca la terminarán, se acabaría el encanto,pero es hermosa. Justo el día de nuestra visita,habíamos comprado las boletas con bastante anticipación,llovió y por rsmyo no pudimos subir a las torres, fue una gran tristeza"
"655","Maravillosa visita. El guía, Marcel, logró transmitir su pasión por el genio de Gaudí. Disfrutamos cada minuto. Compramos los tickets online y salimos muy satisfechos."
"656","Impresionante por fuera y por dentro. Recomiendo ir con guía para explicar su historia y significado porque está llena de símbolos. Es increíble, hay que entrar."
"657","es hermosa por donde la miren la verdad que no tengo nada para decir, es simplemente perfecta. No vale la pena pagar la audioguia de todas maneras, preferible ir sin"
"658","Visite La Sagrada Familia hace 2 semanas y todavia estoy encantada con todo lo que vi y vivi alli! Cada detalle, cada historia y diseño son de no creer... Experiencia que claramente planeo volver a hacer cuando vuelva a visitar España. Les recomiendo parar en...Más"
"659","Es una obra maestra , cuando finalice la construcción será una de las maravillas del mundo.
Para mi es un edificio de una arquitectura impresionante ."
"660","Es precioso.... magnífico.

Pero la visita mejoraría muchísimo con algunos paneles informativos explicando qué hay dentro.

También hay algunas actitudes que deberían controlarse, no es normal que se permita a una persona asiática que se descalce en un templo."
"661","Impresionante seria la palabra para poder explicar la sensación. Uno de los lugares mas sorprendentes de la ciudad que cada vez que visitamos nos sorprende mas y mas. Una obra de ingeniería verdaderamente increíble."
"662","Mi iglesia favorita después del Baticano, una joya De la Iglesia Católica.  Muy bien organizadas las horas de visita, si vienes en junio reserva con tiempo."
"663","En mi opinión, aunq este siempre en refacción es la mejor de todas las iglesias y/o catedrales del mundo
Me parece hermosa por donde se la mire
Sacar entradas x la web es una buena alternativa
Hay que tener muchísimo cuidado de los carteristas!"
"664","Hace cinco años que la visitamos,y cada vez que volvemos nos srprendemos gratamente,no creo que se pueda explicar con palabras lo que es la sagrada familia,a mi me encantan las figuras representando la pasion,son maravillosas.
Inigualable!!!!!!"
"665","Muy bonita. La cola algo desesperante pero
Muy bonita. Desde que estuve la ultima vez se ha adelantado mucho las obras."
"666","Impresionante obra arquitectónica, muy interesante para conocer. Quizás un poco alto el precio para acceder. La visita con la auto guia (recomendable para entender lo que se ve) dura una hora aproximadamente."
"667","si estas en Barcelona no podes no ir a la basílica es un obligado en Barcelona hay que tomarce un tiempo para recorrerla bien y los alrededores tb es muy lindo"
"668","Hicimos la visita guiada con ascenso a la torre. Nos gustó por lo distinta que es de las iglesias que conocemos."
"669","Es imponente y se puede acceder a ella y verla por dentro, no lleva mucho tiempo la entrada esta bien organizada, se puede sacar previamente online."
"670","Una joya arquitectónica, deslumbra por fuera y maravilla una vez que se ingresa. Recomiendo visitarla de tarde ya que el impacto del sol sobre sus vitrales es algo indescriptible."
"671","Visitamos los alrededores de la misma, ya que se nos hizo tarde para la compra de boletos.Comparando los alrededores con otro viaje anterior, encuentro que el medio ambiente no es nada agradable, está desatendido y proliferan muchos restaurantes internacionales. Antes habían más lugares para comprar...Más"
"672","es una experiencia buena ya que impresiona mucho ver la majestuosidad de la obra. y sus alrededores."
"673","A pesar de sacar las entradas por internet para evitar las colas, estas son ineludibles porque se colapsa todo. Si te toca un día de lluvia es horroroso porque no tienes dónde meterte hasta que llega tu hora de entrar. Luego la catedral es una...Más"
"674","Una joya de la arquitectura mundial. Aunque no se profese la religión, la visita es obligada, incluída las torres"
"675","Es linda, una idea de arquitectura rara y apasionada! Ojalá La terminen así Gaudí puede aplaudir desde el cielo! 👏🏻👏🏻👏🏻"
"676","Muy recomendable usar audio guia! Fabuloso! Fuimos el junio 2019 y la cola no ha sido tan larga, era mi sueño y lo he cumplido! Wow!"
"677","Es un sitio obligado para ir. Gaudi merece la pena. Si trabajo y el de sus sucesores es bestial. Sin duda.  El precio de la entrada es ligeramente carillo ( a no ser que cojas fechas muy muy limitadas) que sale ""solo"" a 17 euros.....Más"
"678","La majestuosa catadral de Barcelona es uno de los sitios emblematicos q se debe visitar estando alla, muy masificado pero sitio q se debe conocer y que ojala pueda volver ya termida del todo ya q se pierde parte de su encanto con las obras....Más"
"679","Sin dudas visitar. Hacer la visita autoguiada. Muy buena. Es magica la historia de Gaudi. 100% recomendando"
"680","Siempre la visitaré cada vez que voy a Barcelona. Al estar en construcción cada vez hay algo nuevo. Recordemos que es de los pocos grandes templos cristianos que están actualmente en construcción."
"681","La eterna construcción de esta emblemática construcción nos recuerda a un hormiguero gigante, al anhelo de querer tocar el cielo y lo pequeño que uno puede sentirse ante algo tan majestuoso. Uno se pregunta de dónde proviene la inspiración del creador que murió en trágicas...Más"
"682","Por fuera es bonita pero el interior es maravilloso, aconsejo la audioguia, lo explica todo genial y se ve y se disfruta de forma diferente, recomendable 100%"
