"","textoComentario","fechaComentario","tituloComentario","puntuacionComentario"
"365","Cogimos la visita guuiada oficial y merecio la pena.la chica nos conto la historia de construccion de la sagrada familia muy bien por cierto.
Nos encanto por fuer y.nos sorprendio poe dentro.nada que ver...increoble que aun no este terminada¡¡
Una de las cosas ms grandiosas...Más","13 de agosto de 2019","Impresionante¡",5
"368","La iglesia es hermosa por fuera pero solo resulta impactante hasta que te acercas y miras mejor, las partes antiguas y lad nuevas contrastan mucho y hay detalles muy extraños como un árbol de navidad en el centro y frutas (de colores) en otras torres,...Más","12 de agosto de 2019","Es bonita, pero nada del otro mundo ",5
"369","lo que me llamo la atención el tema de las entradas si no tenes no podes entrar, asi que recomiendo sacarlas por entrar de forma individual o con excursión es otra forma hasta diría que te tratan mejor! una leve impresión cuando fuimos. 
por favor...Más","11 de agosto de 2019","la sagrada familia",5
"370","De Madrid a Barcelona, lo puedes hacer desde varias maneras, yo lo hice por carro de alquiler y esta opción te permite conocer muchos puntos, dentro de los puntos a visitar esta la Basílica la cual sigue en construcción. Para mi es un conjunto de...Más","11 de agosto de 2019","Si visitas Barcelona, debes de incluir la Basílica",5
"372","En este lugar puedes admirar la arquitectura futurista, asombrosa del Arq Gaudi, una obra de arte que considera hasta el mas mínimo detalle, si quieres que te defina este lugar simplemente te diré ¡¡¡asombroso ¡¡¡¡¡","10 de agosto de 2019","un lugar de ensueño",5
"373","La había conocido hace 25 años, y frente a mi recuerdo ""color cemento"" me sorprendió la luz multicolor de esta maravilla de la arquitectura y el arte. Para quedarse boquiabierto a cada paso que se da.","10 de agosto de 2019","Imperdible de Barcelona",5
"374","Comprar la entrada por internet en la pagina oficial. Hay descuentos para estudiantes, personas mayores, etc. Hay MUCHA gente, por lo tanto ser puntual. 
La iglesia es espectacular. La audio guia es suficiente aunque un poco confusa. Recomiendo contratar un guia o ir previamente informado....Más","10 de agosto de 2019","Vale la pena",5
"375","No pudimos entrar porq había que reservar con mucha antelación pero solo verla desde afuera es una maravilla. Es un MUST si vas a barcelona","10 de agosto de 2019","Bellísimo ",5
"378","Ya desde fuera impresiona pero el interior es increíble !!
Una vez estás dentro te das cuenta de la magnitud de la obra","9 de agosto de 2019","Increíble !!",5
"379","Nadie debería perderse la Sagrada Familia. Es tan impresionante que no se puede describir. Dos pegas: falta terminarla y se va a quedar encajonada, sobre todo la entrada principal","9 de agosto de 2019","Impresionante ",5
"380","Es una de las postales típicas de la ciudad, impresiona verla en persona, sus detalles , tanto en el exterior como en el interior, ha avanzado mucho su construcción en los últimos años, en esta época , como todos los lugares turísticos está repleto de...Más","9 de agosto de 2019","Impresionante",5
"382","No hay otra palabra para describir está maravillosa experiencia! Busca todos los detalles en todos lados!","9 de agosto de 2019","Impresionante",5
"383","No puedes perdete de visitar este emblemático lugar de la ciudad de Barcelona, diseñado por Gaudi y que concluirán su construcción 100 años después de su muerte.Debes comprar  tus tickets con anticipacion.Simplemente impresionante!!!","9 de agosto de 2019","Impresionante!!",5
"384","Imposible describirlo con más palabras sino esa..colossal..hay que verlo. es sencillamente maravilloso","9 de agosto de 2019","Colossal",5
"385","La Sagrada Familia es una visita obligada! Es un estructura muy espectacular y muy bonita! Si quieres ir, te recomiendo coger un ticket antes.","9 de agosto de 2019","Expectacular",5
"388","Es la Basilica mas espectacular en la que he estado .... me regalaron una visita guiada y fue impresionante","8 de agosto de 2019","LA LUZ NATURAL MAS BONITA DEL MUNDO!!",5
"389","Visita imperdible si vas a Barcelona. Te recomiendo que compres tus entradas con unos dias de anticipación, lo puedes hacer por internet sin ninguna complicación. El audio guia te ayuda mucho para conocer esta joya,","8 de agosto de 2019","Imponente Basilica Sagrada Familia",5
"390","Es una obra arquitectonica fabulosa. De afuera es imponente, pero al entrar  quede maravillado. Realmente Gaudi fue un genio. Compre los tickets con audioguia y visita a las torres. Las vistas desde alli son buenas. Mis hijos fueron los que mas disfrutaron la bajada por...Más","7 de agosto de 2019","No alcanzan los adjetivos",5
"392","Hacia unos 20 años q había ido y me había gustado pero esta vez me sorprendió. Cogimos las reservas con antelación. La audio guía muy bien. La sensación de entrar y verla terminada por dentro es difícil de explicar y cuando escuchas las explicaciones del...Más","7 de agosto de 2019","Incrieble",5
"393","Visitar la Sagrada Familia es un lugar inflamable en una visita a a Barcelona, muy a parte de religiosidad que uno profese, recomendación hacer una reserva con tiempo pues el flujo de turistas es impresionante, y estar puntual a fin de evitar contratiempos, la compra...Más","7 de agosto de 2019","La cúspide de la arquitectura ",5
"394","He visitado muchas  veces la Catedral  y cada vez la experiencia es maravillosa.  La única pega por poner una, en verano es caótico.","7 de agosto de 2019","Fabulosa",5
"395","Creo que si estás en barcelona no podes dejar de ir a visitar la sagrada familia. Es imponente ! Maravillosa! Te recomiendo que saques con anticipación la entrada y con audio guía. El relato es muy descriptivo para entender a Gaudi. Particularmente yo me emocione.","7 de agosto de 2019","Imperdible",5
"398","Pasear entre sus muros ya es impresionante, imagina cuando esté acabada!! Espero consigan hacer honor a Gaudí","7 de agosto de 2019","Impresionante hasta la emoción",5
"399","Los arcos de catenaria que sostienen la basílica permite el uso de cristales que inundan de luz y color la basílica dando una sensación de grandeza. Muy recomendable visitarla de 16 a 18h","7 de agosto de 2019","Color y majestuosidad",5
"400","es un edificio super bonito y entrertenido para ir a visitar con la familia,yo he ido ya varios años y seguire yendo.","7 de agosto de 2019","basilica muy bonita",5
"402","Recomiendo la visita a la basílica! Una obra única y preciosa!! Si es guiada mucho mejor porque se aprende mucho de detalles que uno no ve a simple vista.","7 de agosto de 2019","Preciosa!!",5
"403","Si eres un apasionado de Gaudí, no te la puedes perder..
Si compras la entrada on line te evitas las colas.Vale la pena coger la visita guiada y con visita a las torres, unas vistas espectaculares de Barcelona","7 de agosto de 2019","Preciosa",5
"404","La maxima expresion del mal gusto.
Ejemplo de que somos capaces los humanos cuando queremos interpretar la idea de un Genio.","7 de agosto de 2019","Obra original muy bien",5
"405","Edificio único,es muy espectacular, gran trabajo. Solo falta verla acabada, ya queda menos. Debería ser más accesible. Mucho tráfico cerca.","7 de agosto de 2019","Muy bonita",5
"408","Siendo de Barcelona, nunca había entrado.. Y la verdad es que ahora no puedo más que recomendar a todo el mundo que vaya... Te deja boquiabierto nada más entrar...","7 de agosto de 2019","Espectacular ",5
"409","Sorprendente. Maginifica. Una maravilla. Contrastes estructurales. Naturaleza-genialidad-cultura. Gracias Gaudí. Gracias a tod@s l@s que la hacemos posible.","7 de agosto de 2019","Sagrada Familia.",5
"410","Yo vivo en Barcelona, y la visité un día que era de puertas abiertas, si por fuera es bonita, por dentro es espectacular, sobretodo un día soleado ya que el efecto de la luz en las vidrieras no se puede comparar con nada.","7 de agosto de 2019","La Sagrada Familia hay que verla si visitas Barcelona, aunque hay que ir preparado para las colas.",5
"412","Por más que la hayas visto en foto o por la TV, no sabrás lo que es hasta que te acerques y la contemples en directo, si entras dentro puedes convertirte al cristianismo aunque seas budista! Espectacular el genio de Gaudí!","7 de agosto de 2019","Impresionante!",5
"413","Es majestuosa increbile una obra de arte en Mayusculas !!! Visita esencial si eres o viajas a barcelona...","7 de agosto de 2019","Visita espectacular",5
"414","El templo es una verdadera maravilla, lastima que los controles de entrada, te tratan como delincuentes, los vigilantes les falta un poco de empatia a los miles de turistas que soportan el clor i las colas.","7 de agosto de 2019","Controles de entrada",5
"415","Edificio tan espectacular como me esperaba.Me encantaron los portalones. Desgraciadamente aun sin terminar, pero quizás sea parte de su encanto.","7 de agosto de 2019","Preciosa",5
"418","La entrada ya impresiona. es una genialidad de la arquitectura. Es algo que hay que ver obligatoriamente.","7 de agosto de 2019","Espectacular",5
"419","Me ha gustado mucho. No pude acceder a las Torres porque estaba embarazada y me recomendaron no hacerlo. Muchas colas perovalio la pena.","7 de agosto de 2019","Sagrada Familia",5
"420","Si vienes de visita a Barcelona no puedes perderte la sagrada familia. Es muy concurrida pero merece la pena la espera.","7 de agosto de 2019","Increíble",5
"422","Increíble la gran construcción en mitad de Barcelona simplemente monstruosa es una obra de arte.......","7 de agosto de 2019","Basílica",5
"423","Si sos religioso te va a encanta... Y si te gusta el arte Vas a amar todo lo que hay.... El lugar te tramite mucha historia y eso te conecta directamente con el movimiento Gaudí.. Si bien sale muyyyyyy cara la entrada vale la pena....Más","7 de agosto de 2019","Un lugar con mucha energia.",5
"424","Me costó conseguir los tickets para la visita. Pero, luego de llamar, hicieron la reserva. Enviaron los tickets al correo electrónico. Debían ser validados, por lo que fuimos con tiempo. Con sólo mostrar las capturas en el celular, nos pasaron a otra fila, donde comprobaron...Más","7 de agosto de 2019","Una experiencia magnífica!",5
"425","Fui dos veces a Barcelona y esta es una parada obligatoria. Fuimos durante el día y durante el atardecer. es imperdible la visita a las torres","6 de agosto de 2019","clasico de siempre",5
"428","Vivo muy cerca de la Sagrada Familia y siempre para mí ha sido un monumento espectacular. Si vienes a Barcelona tienes que disfrutar nada más mirándola. Pierde el tiempo necesario para no olvidarte de ella.","6 de agosto de 2019","El templo más bonito del mundo",5
"429","Me encanto es impresionante, no hay palabras para describir lo que uno siente al verla de cerca, había estado muchas veces en Barcelona pero solo la había visto por fuera y es una auténtica maravilla. Hay que verla","6 de agosto de 2019","Sagrada familia magestuosa",5
"430","Varias veces he visitado por fuera la Sagrada Familia, pero nunca lo había hecho desde el parque que queda al frente. Se pueden obtener unas fotos increíbles, hay muchos árboles, mucha sombra para poder sentarse a disfrutar los detalles de la iglesia, sacar fotos, tomar...Más","6 de agosto de 2019","LA SAGRADA FAMILIA VISTA DESDE EL PARQUE",5
"432","No puede faltar la visita si vives o viajas a Barcelona .Es unas de las obras mas espectaculares de Gaudi.","6 de agosto de 2019","impresionante",5
"433","En una sola palabra ESPECTACULAR. La fachada es algo que siempre he visto en revistas o reportajes, pero en el interior se te ponen los pelos de punta, es genial que grandiosidad.","6 de agosto de 2019","Sagrada Familia ",5
"434","Es muy  interesante, Las explicaciones te ayudan a entender como Gaudí diseño la Sagrada Familia.Y la Basílica  te sorprende por exquisita arquitectura.","6 de agosto de 2019","Recorrido por la basilica",5
"435","Excelente obra arquitectónica donde se aprecia el trabajo de Gaudi, si bien todavia no esta terminada se puede disfrutar de vs lugares, faltan terminar las torres. en nuestro caso llovió un poco antes de entrar y cerraron el acceso a las torres que ya teníamos...Más","6 de agosto de 2019","excelente obra",5
"438","Esta es una de las mayores construcciones en las que yo haya estado, está llena de detalles que descubres a cada paso. Vale la pena escuchar la audio-guía y dedicarle el tiempo suficiente. En definitiva una construcción maravillosa y llena de magia y cultura.","6 de agosto de 2019","Maravillosa!",5
"439","Es un edificio fantástico por diseño como por medidas. Las Torres son colosales. Solo pensar cuando estén acabadas y ya la imaginación se te pierde. Se respira Gaudi por todos los costados. Es una visita imprescindible para todo el que pase por Barcelona. Es una...Más","6 de agosto de 2019","Sagrada Familia Barcelona",5
"440","No tenía muy claro de que se trataba. Mientras esperaba para entrar tuve una instrucción rápida sobre Antonio Gaudí. 
Ya en la entrada se eriza la piel. Y dentro...es emocionante el trabajo y el pensamiento que tiene. Un must to do en Barcelona","6 de agosto de 2019","Emocionante. ",5
"442","Impresionante aunque masificado de gente, ojo la cartera y pertenencias... En la zona cuesta comer bien, hay muchos locales pero no son de comida española genuina... Más bien imitadores de comida española","6 de agosto de 2019","Sagrada familia",5
"443","La mejor basílica del mundo. Recomendable 100%.Mi ciudad no puede tener nada mejor. Hay muchísima gente, pero está bien organizado.","6 de agosto de 2019","La mejor basílica del mundo!",5
"444","Nos basta con verla por fuera, hay que entrar y admirar su belleza interior, el gran arquitecto  de Antoni Gaudí.  Vale la pena comprar la visita guiada ya que en una cantidad de tiempo razonable obtienes toda la información histórica necesaria de la basílica, así...Más","6 de agosto de 2019","Impresionante!",5
"445","Es increíble su construcción su idea para la época que fué pensado.. sin dudas un punto de interés máximo a visitar","6 de agosto de 2019","Increíble construcción",5
"448","Lugar obligado a visitar en Barcelona, no ir es como no haber venido a Barcelona. Las entradas deben comprarse con anticipación por internet pues se agotan, sobre todo en epoca de vacaciones. Tomamos un tour guiado el cual fue muy completo y agradable. La Basilica...Más","6 de agosto de 2019","Impresionante",5
"449","Es impresionante la obra que han hecho y aún no han culminado, te puedes pasar varios minutos admirando la arquitectura del lugar y quedas maravillado, desde el monte montjui, es lo primero que ves, porque es monstruosa, es una paseo que puede llevarte 1 hora...Más","5 de agosto de 2019","Magnifico",5
"450","Era mi tercera visita a la Sagrada Familia y una vez más disfruté de la magia de Gaudí. Intentaré visitarla de nuevo cuando ya esté terminada. En la parte negativa, la visita a la torre, muy cara y decepcionante ya que había poco que ver...Más","5 de agosto de 2019","Impresionante monumento pero la visita a la torre decepcionante",5
"452","muy hermosa la basilica
vale la pena visitarla por adentro te quedas asombrado y podes sacar hermosas fotos
es para recomendar","4 de agosto de 2019","espetacular",5
"453","El ver la Sagrada Familia es una visita obligada en Barcelona. Eso si, demasiados turistas en julio y largas colas.","4 de agosto de 2019","Visita obligada",5
"454","Con la entrada general sacada por internet podes recorrerla a tu ritmo y apreciar el arte de cada rincón. El día soleado ayudó a que los vitró se vean maravillosos. Sugiero sacar antes las entradas por la disponibilidad y el tiempo. Se ingresa sobre la...Más","3 de agosto de 2019","Maravillosa y única!",5
"455","Una obra de arte magnifica, con un alto contenido religioso. Sus vitraux impresionantes. Es una pena que no pueda accederse a la totalidad ( torres, cripta)","3 de agosto de 2019","Una obra de arte magnifica",5
"458","Impresionante cada vez que vienes a Barcelona , nunca podrás dejar de reconocer la grandeza de Gaudi; aunque lo visitaste , habrá que volver, ejemplo de lo que se puede hacer mañana, la utopía...","2 de agosto de 2019","Impresionante cada vez...",5
"459","Turística, visita obligada si vienes a Barcelona.  Inacabada pero preciosa, con el metro llegas hasta casi la puerta.","2 de agosto de 2019","Imperdible y preciosa",5
"460","Sin lugar a dudas una maravilla arquitectónica que no han sabido continuar los arquitectos egocéntricos. Su altar, Torres llenos de detalles con esas curvas gaudinianas. Para cuando visita virtual?","2 de agosto de 2019","Maravilla pero muy caro el acceso",5
"462","Hay que reconocer que el edificio es muy bonito y que se puede disfrutar de la arquitectura, vidrieras e imágenes pero hay varios aspectos negativos y es por lo que le doy una baja valoración. En primer lugar está muy magnificada, no me ha impresionado...Más","1 de agosto de 2019","Cuestionable",5
"463","Es muy bonita, con muchos visitantes. No pudimos acceder porque los boletos de acceso hay que comprarlos por Internet y se habían agotado las capacidades del día. No desaprovechamos la oportunidad de hacernos algunas fotos.","1 de agosto de 2019","Imponente",5
"464","He recomendado con tanta emoción es maravilloso estar ahí cada espacio, decir precioso es poco la verdad, la audio guía muy útil práctico se deja entender todo a la perfección.","1 de agosto de 2019","Inolvidable de aquellos",5
"465","Es una visita fija de Barcelona y la verdad es que lo merece.
Hicimos la subida a la torre que es un muy lindo paseo.","31 de julio de 2019","No decepciona ",5
"468","Bueno vine porque era una actividad que entraba dentro de mi pack vacacional y no estuvo nada mal, bastante impresionante.","31 de julio de 2019","Buena actividad",5
"469","De obligada visita si vas a Barcelona. Es impresionante. Lo visité hace doce años y me llamó la atención el hecho de que parece que siempre está en obras. Las grúas en el mismo sitio que hace 12 años.","31 de julio de 2019","Impresionante ",5
"470","Increible! Vale muchísimo la pena! Si x fuera es impresionante por dentro1000 veces más. 30 años viviendo en bcn y no la había visitado nunca!","30 de julio de 2019","Visita con amigas",5
"472","Impactante obra de Gaudí y de sus colaboradores. Vale la pena conocerla. Dato a tener en cuenta: las entradas compradas por internet salen más baratas que en la taquilla.","29 de julio de 2019","Excelente y hermosa ",5
"473","Es una experiencia mágica. Encuentro con la genialidad de un ser q parece de otro mundo, te hace vibrar, te hace soñar, pero sobre todo te enseña, q como seres humanos podemos ser creadores respetando a la naturaleza ,aprendiendo de ella. No dudes de ir...Más","29 de julio de 2019","Un encuentro con la genialidad..!",5
"474","La maravilla de Barcelona. Un lugar que has de visitar solo o en familia y adquirir un audioguia, la historia es la mejor parte.","29 de julio de 2019","Majestuosa y con encanto",5
"475","No dejen de visitarla y comprar la entrada con el audio guía. Es imponente !!!!! Me salió 26 euros la entrada en una boletería en plaza España porque estaban agotadas por internet.","29 de julio de 2019","Espectacular ",5
"478","Este diría yo que es un imperdible de Barcelona. Poder admirar la belleza de su interior y exterior es un agrado. Recomiendo comprar entradas en internet ( sitio oficial) y así evitar hacer largas filas.","28 de julio de 2019","Simplemente hermosa",5
"479","Vale la pena, pero debes comprar tickets con bastante anticipación via web, en el lugar, no se venden los pases.","28 de julio de 2019","Reserva con anticipación.",5
"480","Me impacto todo el diseño y la cruz colgando. El juego de luces que se produce en los ventanales con sus vidrios de colores","28 de julio de 2019","Hermosa arquitectura!",5
"482","Muy Bonita y es algo que si o si cualquier turista debe ir a verla, es la segunda vez que vengo y creo que las grúas son parte de la estructura ya porque hacia mucho años que no venía y yo creo que son hasta...Más","28 de julio de 2019","Visitaza",5
"483","Es algo impresionante, no existe palabra para describir,  estuve fuera de ella en alguna ocasión,  pero este mes fui con mi hijo, y sin darme cuenta fue verla y emocionarme.
La familia es sagrada","27 de julio de 2019","Promesa cumplida ",5
"484","Sus colores, detalles y terminaciones hacen de la Sagrada Familia un lugar único, para quedarse observando por horas. Recomiendo sacar la entrada con la visita guiada en su idioma, para aprovechar más","27 de julio de 2019","Una maravilla",5
"485","Una verdadera Obra de arte del destacado constructor y artista Gaudin, icoco de la ciudad de Barcelona, una visita que no puedes dejar de hacer en la Ciudad de Barcelona","27 de julio de 2019","Obra de arte",5
"488","A todo mundo que le interese el arte y la arquitectura les recomiendo que visita la Basilica de la Sagrada Familia.","26 de julio de 2019","Visita exterior de La Basilica de la Sagrada Familia",5
"489","Al bajar del metro, nos encontramos frente a la plaza donde no dejamos de mirar las bellezas de semejante arquitectura, pero faltaba lo mejor, ingresar y recorrer la iglesia.","25 de julio de 2019","Magestuosa",5
"490","Realmente increíble. Una obra faraónica que lleva casi 200 años en su construcción, de una belleza extrema.","25 de julio de 2019","Hermosa",5
"492","He vuelto luego de casi 10 años. Y he salido enamorado del lugar.  Verlo cada vez más terminado da mucha alegría.  Es hermoso.  Los vitrales. Las fachadas el museo. El bosque... todo!  Te haces amante de gaudi al salir del sitio. De dejes de visitar...Más","25 de julio de 2019","Para volver infinitas veces",5
"493","Es impresionante, si pueden visitarla por dentro, mucho ,mejor, sacar entradas CON TIEMPO.  Se puede acceder facilmente con el metro. Hay un cafe cerca que se llama camelia lo recomiendo también","24 de julio de 2019","Paso obligado por Barcelona",5
"494","Visita obligada en Barcelona, vale la pena visita guiada y visitar las torres, Muy interesante aunque haya mucho turismo, si puedes visitar entre semana y fuera de temporada alta.","24 de julio de 2019","Magnifica",5
"495","Entrar a la Sagrada Familia fue una experiencia unica! Fuimos con la entrada para ver la torre de la Natividad a las 9:45 asique entramos a las 9:00. Super seguro y todo muy rapido para entrar. No sentimos en ningun momento que habia mucha gente...Más","23 de julio de 2019","Un lugar absolutamente bellisimo!",5
"498","Un edificio mágico, él merece visitarlo varias veces porque cada vez que regresas, te encuentras frente a un decente diferente, nunca se terminará","23 de julio de 2019","Mágico",5
"499","Linda opción para visitar en barcelona. Increíble arquitectura y muy buena organización. Definitivo lugar para visitar.","23 de julio de 2019","Impresionante ",5
"500","Es muy bonita una pena que tarden tanto en acabarla pero por dentro es preciosa y tampoco les queda tanto","23 de julio de 2019","Muy bonita",5
"502","Aconsejaría visitar la Sagrada Família, si el día es soleado, por la tarde. La luz entra por las vidrieras del sur y la luz es espectacular. La visita guiada está bien pero se hace corta aunque luego puedes pasear por el templo tanto como quieras....Más","22 de julio de 2019","Imprescindible sin dudarlo",5
"503","Verdaderamente  impactante. Es la obra maestra de Gaudí. Embellece a la ciudad y es magnífica.
Si es posible hay que hacer una visita por dentro. No solamente  es espectacular, sino también tiene una fuerte carga simbólica.
Nos asombró el contante  cambio y nuevas construcciones que...Más","22 de julio de 2019","Lo mejor de Barcelona ",5
"504","Sobrevalorado el costo para una hermosa iglesia y un gran protocolo para axeder, nos costo cera de 80 euros muy caro .
Mas tarde en el dia hay misa y es sin costo .
Creo que empezo a ser un negocio la visita a este...Más","22 de julio de 2019","Sagrada Familia",5
"505","De fuera puede parecer un pasada de edificio: Muchos detalles, formas y diferentes partes arquitectonicas. Pero desde dentro es aun mejor!
Si vas a barcelona, tienes que ir.","22 de julio de 2019","Impresionante",5
"508","Sacar entrada anticipada con visita guiada, no conformarse con solo verla de afuera. Imponente y emocionante.","21 de julio de 2019","ADMIRABLE. IMPERDIBLE",5
"509","Iglesia fuera de lo normal, única en el mundo. Vidrieras espectaculares, dimensiones de vértigo, torres que permite ver otra perspectiva. Imprescindible en visita a Barcelona.","20 de julio de 2019","Maravillosa",5
"510","Ir a Barcelona, y no acercarte a ver esta obra inacabada, no tiene explicación. Es solo bajarte de la parada del metro, y ya ves la majestuosidad de la sagrada familia.
Algo te dice que estás ante algo muy grande.
Pudimos entrar, eso si, bajo...Más","20 de julio de 2019","Sin palabras ",5
"512","Es una obligación para cualquier ser humano. Una obra maestra que no se pueden perder. Los vitrales, su arquitectura, la vista desde la torre. Su historia de más 100 años en construcción","20 de julio de 2019","Hay que ir",5
"513","Perplejo ante un monumento tan bello. El pensar que este proyecto aún no pudo ser terminado y ser tan increíble pese a ello , es abrumador pero en el buen sentido. No dejes pasar el visitar LA SAGRADA FAMILIA , si pasa por esta maravillosa...Más","20 de julio de 2019","Obligado destino",5
"514","Somos de Argentina. VIsitamos la Basílica. El interior nos asombró con su arquitectura de árboles y sus atmósferas místicas creadas por la luz al pasar por las vidrieras de colores. El exterior fue emocionante con sus fachadas recargadas de esculturas y simbolismos.","19 de julio de 2019","Hermosa Sagrada Familia",5
"515","La verdad en Barcelona es algo que se tiene que ver aunque dispongas de pocos días desde que la visualizas desde lejos te deja impresionado puede gustarte o no como se está interpretando la idea entre lo original y lo nuevo pero es algo presioso...Más","19 de julio de 2019","Impresionante",5
"518","Es el símbolo de Barcelona, pero para mi es algo feo.  Tiene mucha cola siempre y cuando lo van a acabar???","19 de julio de 2019","Esta bien",5
"519","Gaudí y su obra maestra. Increíble arquitectura, lugar y su historia. Cuenta con un museo gratis tb que es buenisimo. Compren entradas con anticipación!","19 de julio de 2019","Imperdible",5
"520","Majestuosa catedral que trata de reflejar la grandeza de la Sagrada Familia. Cada detalle es de gran admiración.","18 de julio de 2019","Gran monumento a la familia",5
"522","Señores Tripadvisor.
Sabiendo que el catalán es un idioma hablado por 11 millones de personas en 3 países europeos(Escaña, Francia i Italia) i que ocupa el 13a puesto en importancia de toda Europa. Sabiendo esto ustedes niegan el acceso de opiniónes escritas en esta lengua....Más","18 de julio de 2019","Quiero escribir mi opinión en catalán.",5
"523","A mi llegada a Barcelona la fui a ver, sólo por fuera y ya eso fue un espectáculo!!!, así que creí que ya mas eso no podía ser, pero las recomendaciones de amigos me hicieron comprar la entrada y regresar, y efectivamente fue algo asombroso!...Más","18 de julio de 2019","Tienes que vivirlo",5
"524","Es sorprendente la capacidad del arquitecto Gaudi y sus predecesores en crear semejante obra de arte, es espectacular su diseño y consideraciones matemáticas para su construcción, eran unos verdaderos maestros de su tiempo.  No se pierdan el reflejo de las luces que se logra ver...Más","17 de julio de 2019","Una verdadera obra de arte",5
"525","El monumento es espectacular para apreciar, recomiendo comprar boletos de entrada por anticipación debido a la cantidad de turistas que lo visitan ...","17 de julio de 2019","Espectacular",5
"528","Es una maravilla, no cabe duda que Gaudí era un genio. Nos encantó visitarla es impresionante y maravillosa.","16 de julio de 2019","Impresionante",5
"529","Uno de los lugares mas hermosos que visité. Sin dudas un lugar obligado en barcelona, y en europa. La arquitectura del lugar es increíble. Si se puede en lo posible hacer el tour guiado, en el cual te muestran cosas que uno no llega a...Más","16 de julio de 2019","Imperdible",5
"530","La sagrada Familia es una de los lugares obligados cuando uno pasa por Barcelona. Le temía al ingreso y me sorprendió gratamente que fue bastante ágil y organizado. Te revisan casi como si entraras a un avión, pero al entrar con turno es mas organizado....Más","16 de julio de 2019","Visita imperdible en Barcelona",5
"532","Realmente pagar la entrada con guía en la Sagrada Familia es una actividad que nadie debería perderse si visita Barcelona. El interior es realmente diferente a todo lo que cualquiera conoce, y dependiendo de la puesta del sol , las imágenes que se aprecian en...Más","16 de julio de 2019","Quedamos boquiabiertos ",5
"533","Es el mejor sitio para conocer en Barcelona.si quieren visitarla por dentro no dejen de sacar las entradas previamente por la web","16 de julio de 2019","Imperdible!",5
"534","Grandiosa obra de Gaudi! Impresiona la creatividad del diseño y lo significativo de los detalles que cada parte de la construccion representa. Creatividad absoluta","15 de julio de 2019","Belleza increible!!",5
"535","Visita obligada en Barcelona!! He tenido de la suerte visitar Iglesias en diversos países y la iglesia de la Sagrada Familia es realmente única. Si se visita Barcelona, hay q conocerla!","15 de julio de 2019","Imperdible!",5
"538","Es el mejor sitio para conocer en Barcelona, Gaudi tuvo la capacidad de visualizar un lugar lleno de romanticismo, mágico e imponente.  Es un sitio que quisiera volver a visitar y lo recomiendo sin lugar a dudas.","14 de julio de 2019","Obnubilado!!!!",5
"539","A primera vista la catedral es ensordecedora, el interior es tranquilo y apaciguador, la guia es critica para la visita","14 de julio de 2019","El espacio es relevante",5
"540","Mucha seguridad, muy lleno. El personal del museo no es tan amable. Fila en baños. Pero el monumento vale la pena ser visitado, vayan con tiempo y con boletos comprados si se puede.","14 de julio de 2019","Muchísima gente",5
"542","Recomiendo ir a primera hora de la mañana, ya que a esa hora tiene unas luces espectaculares y no está tan masificada como el resto del día.","14 de julio de 2019","Es preciosa pero está muy masificada",5
"543","unica, original, maravillosa, una obra de arte como pocas, parece un sueño.De beria ser patrimonio de la Humanidad","14 de julio de 2019","imprescindible",5
"544","Viviendo en Barcelona no había estado nunca m, pero fui con unos amigos que estaban de visita y me di cuenta de la joya que tenemos en nuestra ciudad.
Es algo único que no tiene comparación y no solo por lo precioso que es su...Más","14 de julio de 2019","Impresionante ",5
"545","Compramos las entradas anticipadamente. Perfecto. Todo funciono muy organizado. La Basilica absolutamente espectacular. Estuvimos 3 horas entre la visita con audioguia, la torre y el museo. No se puede visitar Barcelona y no entrar a verla!!!","12 de julio de 2019","Absolutamente increible!!!",5
"548","Impresionante visita. Hemos pasado tres horas dentro en la visita autoguiada y en una de las torres. Habíamos sacado las entradas hace unas semanas por internet y la entrada ha sido rápida. El interior impresiona por el espacio, la luminosidad y el aire que te...Más","12 de julio de 2019","Impresionante espacio",5
"549","Realmente imponente, solo una mente privilegiada e inspirada pudo imaginar esta obra. Viendo su croquis de planta aparece la figura Cristo con sus brazos abiertos y su Corona de espinas. Quedamos maravillados on la iluminación interior a través de los vitrales. Es una visita imperdible...Más","12 de julio de 2019","Imponente",5
"550","Te transmite todo el sentimiento de Gaudí, es majestuosa, una obra impresionante que lleva construyéndose 137 años.","12 de julio de 2019","Una maravilla ",5
"552","Muy hermosa por fuera, no pudimos entrar porque se habían agotado las entradas por ese día y no teníamos mas tiempo. No se porque solo permiten una cantidad limitada por dia.","11 de julio de 2019","Entradas Agotadas",5
"553","Esto fue lo que uno de los sinodales dijo al otorgarle a Gaudi le entregó su acreditación de Arquitecto. Este hombre! FUE las dos cosas! Genio y Loco! y seguirá siendo un gran creador! VISITAR este monumento es VIVIR A GAUDI así como tanto otros!...Más","11 de julio de 2019","GENIO & LOCO",5
"554","No puedes dejar de visitarla !!!!
Su majestuosidad no sé puede creer.
Una obra de arte por dónde se la mire.","11 de julio de 2019","Imponente belleza arquitectónica !!!!!",5
"555","Inpresionante Basílica ideada y empezada por el Gran Gaudi!! No vale la pena subir a la torre, hay algunas lindas vistas pero solo eso!!","11 de julio de 2019","Imperdible",5
